,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,androgynous,athleisure,boho,businesscasual,casual,classic,edgy,glam,modern,retro,romantic
7696,44506,51557,01E605HN394TKXN18F4PF77MFM,"['denim', 'trouser', 'trouser-cut', 'ankle', 'leg', 'unadulterated', 'medium-blue', 'wash', 'polish', 'laid-back', 'jean', 'cut', 'nonstretch', 'all-cotton', 'denim', 'Simon', 'Miller']",01E605HN3W9D1HSDCXJKHEMQC2,style,casual,0,0,0,0,1,0,0,0,0,0,0
17673,103878,123087,01E605HHA06T5H18YCRZW8PYDH,"['high', 'waist', 'ankle', 'skinny', 'jean', 'get', 'best', 'world', 'high-rise', 'skinny', 'made', 'comfortable', 'italian', 'denim', 'offer', 'vintage', 'look', 'modern', 'stretch', 'technology', '7', 'For', 'All', 'Mankind®']",01E605HHAJQV1RAVXBXNR8B14Z,style,edgy,0,0,0,0,0,0,1,0,0,0,0
8479,49093,56925,01E605G94GXYVFVAVN0AXAFE43,"['lea', 'eyelet', 'lace', 'cotton', 'midi', 'dress', 'richly', 'detailed', 'band', 'lace', 'scalloped', 'trim', 'eyelet', 'dress', 'look', 'fresh', 'season', 'v-back', 'doubled', 'flutter', 'sleeve', 'tiered', 'skirt', 'Sea']",01E605G954MM149S6ST9216NNN,style,boho,0,0,1,0,0,0,0,0,0,0,0
10362,60754,70907,01E605FGSM512CW41362W78J04,"['le', 'high', 'ankle', 'skinny', 'jean', 'high-rise', 'skinny', 'crafted', 'frame', 'super-stretchy', 'premium', 'denim', 'perfectly', 'contour', 'curve', 'Frame']",01E605FGT7FP84ZCTZKSB8N0HE,style,casual,0,0,0,0,1,0,0,0,0,0,0
8455,48949,56747,01E605F23WYYTHAC8PN9P2DC4J,"['romi', 'stretch', 'linen', 'cotton', 'shirtdress', 'linen-and', 'cotton', 'blend', 'touch', 'stretch', 'denim', 'look', 'brings', 'easygoing', 'feel', 'utilitarian', 'vibe', 'minidress', 'plenty', 'pocket', 'A.L.C.']",01E605F24EPM42YBS78M74PSPE,style,retro,0,0,0,0,0,0,0,0,0,1,0
17681,103919,123150,01E605DP4MPKJR9HDZNYD2BJ5H,"['high', 'waist', 'skinny', 'jean', 'expand', 'jean', 'collection', 'faded', 'skinny', 'made', 'signature', 'stretch', 'denim', 'updated', 'exposed-button', 'fly', '7', 'For', 'All', 'Mankind®']",01E605DP58K3FVCZJ6RMKFAEYH,style,classic,0,0,0,0,0,1,0,0,0,0,0
8372,48491,56199,01E605CF0HH8FR6WJM0SN21KQZ,"['lucy', 'pleat', 'detail', 'tiered', 'cotton', 'midi', 'dress', 'layered', 'pleat', 'subtly', 'flutter', 'seam', 'rosy', 'cotton', 'frock', 'designed', 'loose', 'flowy', 'fit', 'Sea']",01E605CF3CS20R0J3FYF9YD1WW,style,classic,0,0,0,0,0,1,0,0,0,0,0
17099,100925,119409,01E605BVJ61V9R63FPQKNS4MVF,"['hilty', 'bootie', 'dramatically', 'pointed', 'toe', 'curved', 'vamp', 'distinguish', 'scene-stealing', 'bootie', 'Sam', 'Edelman']",01E605BVJQ8R1RSJQ2J1Y4YVCS,style,boho,0,0,1,0,0,0,0,0,0,0,0
8092,46755,54195,01E605B7Z7GTGBG0N32ZW5ZVY1,"['milan', 'tie', 'dye', 'crop', 'sweatshirt', 'tie-dyed', 'hand', 'los', 'angeles', 'cropped', 'sweatshirt', 'made', 'heavyweight', 'cotton', 'french', 'terry', 'uniquely', 'cool', 'Cotton', 'Citizen']",01E605B7ZSTB3XTV4R4QTGMNA7,style,casual,0,0,0,0,1,0,0,0,0,0,0
17734,104274,123669,01E6058JZS0S84XJAJE37CWTJJ,"['nica', 'slim', 'denim', 'trucker', 'jacket', 'denim', 'trucker', 'jacket', 'take', 'slightly', 'slimmer', 'route', 'well-faded', 'version', 'ready', 'go', 'wherever', 'headed', 'Citizens', 'Of', 'Humanity']",01E6058K0DPM44NBQ4C6CR8MAY,style,edgy,0,0,0,0,0,0,1,0,0,0,0
8467,49020,56832,01E6057GT45XDJS0PWYNJ3EGQD,"['casey', 'floral', 'long', 'sleeve', 'silk', 'midi', 'dress', 'sheer', 'bishop', 'sleeve', 'enhance', 'light', 'floaty', 'look', 'silk', 'midi', 'featuring', 'colorful', 'floral', 'print', 'smocked', 'accent', 'mock', 'neck', 'waist', 'cuff', 'A.L.C.']",01E6057GTP9FK81V4P2EFBT65V,style,romantic,0,0,0,0,0,0,0,0,0,0,1
17331,102197,120991,01E6055WC1N608JMDTE8H31G6J,"['arlene', 'ruffle', 'tiered', 'midi', 'dress', 'ruffled', 'tier', 'bring', 'sweet', 'signature', 'flounce', 'blooming', 'floral', 'midi', 'dress', 'Ulla', 'Johnson']",01E6055WCMFEXZY16J312CQ35J,style,casual,0,0,0,0,1,0,0,0,0,0,0
8706,50479,58608,01E605575SR1J7ENZ5FEJHZEAK,"['alosoft', 'momentum', 'legging', 'keep', 'fitness', 'momentum', 'going', 'tonal', 'legging', 'made', 'signature', 'alosoft', 'four-way', 'performance-stretch', 'jersey', 'sueded', 'feel', 'Alo']",01E605576CSTS0GPBBG0TK10ZB,style,casual,0,0,0,0,1,0,0,0,0,0,0
12955,77450,91002,01E6054KQXC8M5MBFKC8CH6Q4Y,"['sleeveless', 'stripe', 'shift', 'dress', 'light', 'lovely', 'linen', 'shift', 'styled', 'clever', 'stripe', 'making', 'perfect', 'choice', 'beyond', 'Theory']",01E6054KRG2REZT5BS0B4AG4G3,style,casual,0,0,0,0,1,0,0,0,0,0,0
12109,72181,84602,01E60549Z4CDCPXH6NR4BFB5N8,"['stripe', 'pima', 'cotton', 'tee', 'staple', 'top', 'lined', 'skinny', 'stripe', 'cut', 'soft', 'pima', 'cotton', 'styled', 'slightly', 'longer', 'sleeve', 'optimal', 'versatile', 'arm', 'coverage', 'Vince']",01E6054A1YQ9B9N4NFQRFNWHYV,style,casual,0,0,0,0,1,0,0,0,0,0,0
17869,105222,124847,01E6053Q152MJ8E8H6KZW1EYZ0,"['regal', 'pump', 'stylish', 'block', 'heel', 'provides', 'all-day', 'walkability', 'versatile', 'pump', 'done', 'blunt', 'pointed', 'toe', 'Sarto', 'By', 'Franco', 'Sarto']",01E6053Q1Q0QYAK0V63786YASF,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
12966,77521,91085,01E605330QMY8JWZ7ME0Q565Q4,"['diagonal', 'stripe', 'intarsia', 'silk', 'sweater', 'textured', 'ribbing', 'diagonal', 'stripe', 'set', 'elegant', 'geometry', 'pure', 'silk', 'sweater', 'warm', 'yet', 'lightweight', 'Theory']",01E605331AWGA7BVJHE98A74FJ,style,retro,0,0,0,0,0,0,0,0,0,1,0
12065,71942,84317,01E6051PY9K5EQP2SN11EGDK5E,"['dolman', 'sleeve', 'long', 'sleeve', 'cashmere', 'blend', 'sweater', 'dress', 'underappreciated', 'classic', 'wool-and', 'cashmere', 'sweater-dress', 'feature', 'dolman-sleeve', 'silhouette', 'low-enough', 'cut', 'v-back', 'bit', 'allure', 'Vince']",01E6051PYYJHJRRHSZM2DM90E7,style,casual,0,0,0,0,1,0,0,0,0,0,0
12068,71972,84352,01E6050SJ63PXBDFSNGBCQDX6V,"['cotton', 'linen', 'top', 'slub', 'knit', 'top', 'made', 'breezy', 'cotton', 'linen', 'stay', 'laid-back', 'lane', 'flowy', 'fit', 'dolman', 'sleeve', 'Vince']",01E6050XBW2385KJG3EA7S8QBS,style,classic,0,0,0,0,0,1,0,0,0,0,0
17328,102180,120969,01E6050G97RC9ZJ9CS19NTR9Y8,"['virgil', 'tie', 'waist', 'midi', 'skirt', 'jaunty', 'tie', 'whimsically', 'detail', 'denim', 'midi', 'dyed', 'lemony', 'hue', 'Ulla', 'Johnson']",01E6050G9RRHSJ5HHCMGAT7H61,style,modern,0,0,0,0,0,0,0,0,1,0,0
8073,46648,54061,01E604ZRVHSDSD886HVB9N44SZ,"['gabriella', 'snake', 'embossed', 'slingback', 'pump', 'golden', 'cord', 'join', 'vamp', 'stretchy', 'slingback', 'strap', 'lending', 'light', 'airy', 'look', 'smart', 'snake-embossed', 'pump', 'setback', 'heel', 'By', 'Far']",01E604ZRW40GZRZQ2XB8GEHAKQ,style,glam,0,0,0,0,0,0,0,1,0,0,0
10348,60676,70801,01E604ZDQ7P0H8B7TYZCYVCGGE,"['ali', 'high', 'waist', 'glen', 'plaid', 'crop', 'skinny', 'jean', 'classic', 'glen', 'plaid', 'emerges', 'foggy', 'grey', 'coloring', 'jean', 'constructed', 'stretch', 'denim', 'ultra-high', 'waist', 'trendy', 'cropped', 'hem', 'Frame']",01E604ZDQS0878V169S3R6VWC5,style,casual,0,0,0,0,1,0,0,0,0,0,0
17685,103947,123196,01E604YNKHJ0HMQS176NRS24DR,"['high', 'waist', 'cut', 'hem', 'ankle', 'skinny', 'jean', 'dark-rinsed', 'skinny', 'deploy', 'cut', 'hem', 'dash', 'edge', 'look', 'cool', 'everything', '7', 'For', 'All', 'Mankind®']",01E604YNPGG389F9GRZF5K3TYM,style,casual,0,0,0,0,1,0,0,0,0,0,0
8037,46463,53839,01E604Y6RE4ZNMF27H1AN22YMY,"['original', 'high', 'waist', 'loose', 'jean', 'done', 'take', 'loose', 'straight-leg', 'jean', 'recreates', 'whole', 'new', 'generation', 'high-waist', 'pair', 'made', 'nonstretch', 'cotton', 'denim', 'Re/Done']",01E604Y6S1VTR0W303HAJ843M1,style,casual,0,0,0,0,1,0,0,0,0,0,0
17125,101082,119590,01E604W7CPGNMFSEGXE5K5N8KD,"['mm', 'oversize', 'cat', 'eye', 'sunglass', 'bold', 'oversized', 'frame', 'put', 'contemporary-chic', 'spin', 'statement-making', 'cat-eye', 'sunglass', 'Sam', 'Edelman']",01E604W7FN7SNHY3S9WVA7D774,style,modern,0,0,0,0,0,0,0,0,1,0,0
12854,76754,90131,01E604TV1YMKNNZA9AP1SQP39X,"['tomcat', 'heart', 'patch', 'high', 'waist', 'denim', 'short', 'darker-blue', 'heart', 'patch', 'used', 'sweetens', 'back', 'pocket', 'fraying', 'stretch-softened', 'cutoff', 'Mother']",01E604TV4C071M0Q2V9W712HTM,style,casual,0,0,0,0,1,0,0,0,0,0,0
12118,72223,84650,01E604TP5D2ZEDED5FH4VWXV6J,"['ribbed', 'wrap', 'long', 'sleeve', 'wool', 'cashmere', 'midi', 'dress', 'indulge', 'luxe', 'softness', 'flattering', 'wrapped', 'midi', 'made', 'woolly', 'cashmere', 'blend', 'cozy', 'ribbing', 'slender', 'waist', 'tie', 'Vince']",01E604TP60MQGKW3H5PE8DKB09,style,modern,0,0,0,0,0,0,0,0,1,0,0
17113,101030,119532,01E604SZWZTXECZTQ31XZ6EG7X,"['hazel', 'pointy', 'toe', 'pump', 'classic', 'stiletto', 'add', 'leg-lengthening', 'lift', 'timeless', 'appeal', 'elegant', 'pointy-toe', 'pump', 'Sam', 'Edelman']",01E604TV4WM0M5WP1ZC6Q258RB,style,classic,0,0,0,0,0,1,0,0,0,0,0
13909,83135,98137,01E604SKZN4RTQFTKF8HQS3C9P,"['zehra', 'studded', 'pump', 'pointy-toe', 'pump', 'get', 'touch', 'country-rock', 'detail', 'curvy', 'western', 'overlay', 'traced', 'nail-head', 'stud', 'Allsaints']",01E604SM082XP682ZMWFFVNP09,style,modern,0,0,0,0,0,0,0,0,1,0,0
12813,76514,89787,01E604R3B68WZTJQ7R2V06BSMQ,"['pixie', 'roller', 'high', 'waist', 'crop', 'wide', 'leg', 'jean', 'anything', 'expected', 'vintage-inspired', 'high-waist', 'jean', 'cut', 'faded', 'stretch', 'denim', 'super-wide', 'leg', 'fraying', 'hem', 'Mother']",01E604R3DTQEDYSMJGCZZ10H4W,style,casual,0,0,0,0,1,0,0,0,0,0,0
17661,103797,122965,01E604QSFNT2GENQ4RRMZ47G29,"['high', 'waist', 'crop', 'skinny', 'jean', 'want', 'wear', 'skinny', 'regular', ""they're"", 'made', 'soft', 'stretch', 'denim', 'perfectly', 'faded', 'feel', 'comfortable', 'day', '7', 'For', 'All', 'Mankind®']",01E604QSJM6ZH13AKX2NNREYPK,style,classic,0,0,0,0,0,1,0,0,0,0,0
13198,78979,92915,01E604QFQS6AEXWYTH4B6MWTGP,"['nina', 'stripe', 'silk', 'blouse', 'softer', 'relaxed', 'take', 'classic', 'striped', 'button-down', 'cut', 'light', 'drapey', 'silk', 'inverted', 'pleat', 'flowing', 'back', ""L'Agence""]",01E604QFRA5PTGKPPDMQH4KEYQ,style,classic,0,0,0,0,0,1,0,0,0,0,0
10790,63191,73985,01E604Q15S77KTF5H9CHYTAZ8Z,"['leopard', 'print', 'ruched', 'mesh', 'top', 'loud', 'leopard', 'spot', 'deliver', 'roaring', 'style', 'supersleek', 'top', 'ruched', 'chest', 'softly', 'scrunched', 'texture', 'Ganni']",01E604Q1867VXCNHAVJ1SGDNYK,style,edgy,0,0,0,0,0,0,1,0,0,0,0
12837,76650,89984,01E604PW9ADTD71D6VECT7ET2X,"['patch', 'pocket', 'frayed', 'ankle', 'military', 'pant', 'military', 'pant', 'designed', 'weekend', 'pas', 'cut', 'soft', 'stretch', 'cotton', 'truly', 'relaxed', 'fit', 'frayed', 'ankle-grazing', 'finish', 'Mother']",01E604PW9WTQ2EQ4VD138QDPE8,style,androgynous,1,0,0,0,0,0,0,0,0,0,0
10295,60460,70522,01E604NBBVYA5MA75MKCR1DP4W,"['le', 'sylvie', 'high', 'waist', 'kick', 'boot', 'jean', 'inspired', 'high-rise', 'silhouette', 'kicky', 'bootcut', 'jean', 'soft', 'stretchy', 'denim', 'feature', 'classic', 'black', 'wash', 'split', 'hem', 'Frame']",01E604NBCJMR8X7FHSEETKV9G6,style,modern,0,0,0,0,0,0,0,0,1,0,0
13200,78996,92934,01E604KZ4PJ3DB4V1TJTBXRG90,"['aja', 'jersey', 'turtleneck', 'top', 'timeless', 'staple', 'every', 'wardrobe', 'need', 'slim-fitting', 'turtleneck', 'smooth', 'stretch', 'jersey', 'make', 'look', 'put', 'together', 'without', 'even', 'trying', ""L'Agence""]",01E604KZ580VPD6K52HT3HX16S,style,casual,0,0,0,0,1,0,0,0,0,0,0
8897,52430,60868,01E604KGNP7BPECS5SJWVY8YR4,"['marcenna', 'floral', 'satin', 'slipdress', 'come', 'vibrant', 'joy', 'flower-strewn', 'slipdress', 'cut', 'slippery', 'satin', 'Joie']",01E604KGP9N54TVG322RBXHFFV,style,romantic,0,0,0,0,0,0,0,0,0,0,1
12062,71934,84308,01E604EMT021JPVZ84WQCNC3YA,"['variegated', 'rib', 'mock', 'neck', 'stretch', 'cotton', 'tank', 'top', 'ribbed', 'detail', 'streamline', 'staple', 'tank', 'knit', 'stretch-kissed', 'cotton', 'styled', 'flattering', 'mock', 'neck', 'Vince']",01E604EMTKH0XFXSDBGFS46N9R,style,classic,0,0,0,0,0,1,0,0,0,0,0
13297,79582,93710,01E604EFB5R2G81DR2SCMWDV2E,"['kay', 'cowl', 'neck', 'python', 'print', 'silk', 'tank', 'softly', 'draped', 'cowl', 'neck', 'slender', 'strap', 'striking', 'python', 'print', 'give', 'fluid', 'silk', 'cami', 'dynamic', 'edge', ""L'Agence""]",01E604EFBPEZHSFZSHTKC22CZW,style,edgy,0,0,0,0,0,0,1,0,0,0,0
12801,76436,89695,01E604DVT5EZ5ZX2Z48Z82QHA0,"['liberty', 'mix', 'floral', 'long', 'sleeve', 'scallop', 'blouse', 'J.Crew']",01E604DVTP2AN1WKQFGV2Y3FM0,style,casual,0,0,0,0,1,0,0,0,0,0,0
12816,76527,89810,01E604DD89GM7V2FQZ36RBH5G4,"['dazzler', 'heart', 'patch', 'ankle', 'straight', 'leg', 'jean', 'dark-blue', 'heart', 'patch', 'used', 'sweetens', 'straight-leg', 'jean', 'behind', 'Mother']",01E604DDBDTQ9ZZWTEJX7FCKTZ,style,modern,0,0,0,0,0,0,0,0,1,0,0
10798,63238,74039,01E604CYPRRMV8RKSKFZV3000P,"['print', 'hobo', 'eye-catching', 'pattern', 'knotted', 'strap', 'make', 'spacious', 'hobo', 'bag', 'surefire', 'street-style', 'standout', 'Ganni']",01E604CYQBBKBXWCM1FWXDG7FZ,style,edgy,0,0,0,0,0,0,1,0,0,0,0
17335,102228,121031,01E604CFZ5ZBBY6SH4BM30WK1Q,"['protea', 'drawstring', 'leather', 'bag', 'inspired', 'tropical', 'protea', 'flower', 'buttery', 'soft', 'lambskin-leather', 'bag', 'cinch', 'drawstring', 'subtly', 'mimic', 'cup', 'shape', 'namesake', 'bloom', 'Mansur', 'Gavriel']",01E604CFZREJB3MHRMZZG64DZY,style,casual,0,0,0,0,1,0,0,0,0,0,0
8446,48893,56675,01E604BQV39JN57560RJ3SA7GF,"['crossover', 'ribbed', 'top', 'crossover', 'front', 'show', 'midriff', 'long', 'sleeve', 'keep', 'warm', 'movement-friendly', 'ribbed', 'top', 'Live', 'The', 'Process']",01E604BQVN9XHYAZ4H4FRS5Y7Y,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
15812,94128,111466,01E604BJF6X2T98229B9670VV9,"['kira', 'jeweled', 'logo', 'leather', 'belt', 'belt', 'wrap', 'season', 'look', 'touch', 'glam', 'sparkle', 'feature', 'jeweled', 'buckle', 'shape', 'tory', 'iconic', 'double', 'logo', 'Tory', 'Burch']",01E604BJFR2DEKB8QJSK6XGCEX,style,modern,0,0,0,0,0,0,0,0,1,0,0
10298,60477,70543,01E604B4A3FSFVJDMRZ99BFMXA,"['le', 'skinny', 'raw', 'step', 'hem', 'jean', 'london-inspired', 'style', 'informs', 'pair', 'chic', 'go-to', 'jean', 'classic', 'skinny', 'cut', 'raw', 'step', 'hem', 'Frame']",01E604B4APCZK27PNM1F6K1VEM,style,classic,0,0,0,0,0,1,0,0,0,0,0
17736,104293,123699,01E604AT58TX4ERPM1GFR9E0NZ,"['rocket', 'high', 'waist', 'skinny', 'jean', 'svelte', 'pair', 'lengthens', 'leg', 'two', 'way', 'flattering', 'high', 'waist', 'ankle-grazing', 'hem', 'boast', 'effortlessly', 'lived-in', 'look', 'first', 'wear', 'Citizens', 'Of', 'Humanity']",01E604AT5ZPEBR16JQQXYTS70Z,style,classic,0,0,0,0,0,1,0,0,0,0,0
17692,103993,123256,01E60494C50NGT7YTR9APF6NES,"['skinny', 'jean', 'clean', 'classic', 'skinny', 'jean', 'dark', 'stretch', 'denim', 'minimal', 'detailing', 'wardrobe', 'essential', 'go', 'everything', '7', 'For', 'All', 'Mankind®']",01E60494DYWR98JXQWKVDBJFP0,style,classic,0,0,0,0,0,1,0,0,0,0,0
11354,67411,78880,01E6048HDP1BW8JFNER5ZAB28A,"['shirley', 'calfskin', 'leather', 'handbag', 'Staud']",01E6048MPMYR18D8BP2F1C4ZKD,style,modern,0,0,0,0,0,0,0,0,1,0,0
17111,101001,119502,01E60479XAWXR1ZF0RK4T65SJX,"['dori', 'pump', 'kitten', 'heel', 'impeccably', 'pointed', 'toe', 'make', 'pump', 'instant', 'classic', 'Sam', 'Edelman']",01E60479XW66NRTKC1EK4S0XCR,style,classic,0,0,0,0,0,1,0,0,0,0,0
12821,76556,89851,01E6046P71WV1BEFMBSWNYMQFF,"['insider', 'high', 'waist', 'crop', 'bootcut', 'faux', 'leather', 'pant', 'add', 'ultimate', 'cool-girl', 'twist', 'look', 'sleek', 'faux-leather', 'pant', 'cut', 'flattering', 'high', 'waist', 'figure-balancing', 'bootcut', 'silhouette', 'Mother']",01E6046PA0EEQQY6YRV5T1WZ3P,style,glam,0,0,0,0,0,0,0,1,0,0,0
8046,46515,53910,01E6046HTFGKMWWFQJ61Z723F6,"['original', 'power', 'stretch', 'high', 'waist', 'ankle', 'skinny', 'jean', 'known', 'repurposing', 'vintage', 'denim', 'heavily', 'faded', 'lack', 'stretch', 'done', 'made', 'jean', 'offer', 'dark', 'shade', 'comfy', 'fit', 'desire', 'Re/Done']",01E6046HV1EGXC0XN7JD1MRZF0,style,classic,0,0,0,0,0,1,0,0,0,0,0
8094,46768,54210,01E6046CM30NFZ911KZ1G69YYS,"['callie', 'geo', 'print', 'wrap', 'dress', 'embroidered', 'geo', 'pattern', 'brings', 'modern', 'style', 'flattering', 'eyelet', 'wrap', 'dress', 'cinched', 'side', 'cuff', 'drapey', 'tie', 'Significant', 'Other']",01E6046CMK1EHFQSCVC1QXC6AZ,style,classic,0,0,0,0,0,1,0,0,0,0,0
17306,102035,120776,01E60462RZQ5CSG8J1YXDMN5PQ,"['isadora', 'metallic', 'shibori', 'silk', 'blend', 'georgette', 'blouse', 'metallic', 'fleck', 'illuminate', 'earthy', 'shibori-dyed', 'pattern', 'fluttery', 'ruffled', 'top', 'Ulla', 'Johnson']",01E60462SJJFKVG5Q9JMAB3B6J,style,boho,0,0,1,0,0,0,0,0,0,0,0
15662,93313,110488,01E6045KYCFMCHGV76KYCB48QA,"['shrunken', 'sweatshirt', 'thrifting', 'countless', 'sweatshirt', 'designer', 'inspired', 'create', 'one', 'smaller', 'proportion', 'slightly', 'cropped', 'sleeve', 'The', 'Great.']",01E6045KYX2VK7J6VXB2CEX5ZP,style,classic,0,0,0,0,0,1,0,0,0,0,0
17671,103866,123067,01E60435X797SBXN2EBP3Z60JA,"['alexa', 'crop', 'wide', 'leg', 'high', 'waist', 'jean', 'cropped', 'wide-leg', 'jean', 'super-high', 'waist', 'combine', 'retro', 'vibe', 'comfort', 'modern', 'stretch', 'denim', '7', 'For', 'All', 'Mankind®']",01E60435XXMK1K5CBHKTV1QCNF,style,casual,0,0,0,0,1,0,0,0,0,0,0
10304,60500,70576,01E6041YYV77AKRDHVPKGTA862,"['le', 'skinny', 'de', 'jeanne', 'jean', 'whether', 'duty', 'svelte', 'skinny', 'jean', 'complete', 'look', 'modern', 'style', 'comfort', 'Frame']",01E6041YZFDQEKV2AT0BCMTGHQ,style,casual,0,0,0,0,1,0,0,0,0,0,0
17717,104154,123496,01E6040K1PZXMSK7E68AG3X1GF,"['high', 'waist', 'straight', 'leg', 'jean', 'dusky', 'rinse', 'add', 'versatile', 'appeal', 'high-waisted', 'jean', 'made', 'right', 'usa', 'cut', 'old-school', 'straight-legged', 'silhouette', 'Citizens', 'Of', 'Humanity']",01E6040K32VQDK67AEENBK5K3D,style,edgy,0,0,0,0,0,0,1,0,0,0,0
16400,97373,115249,01E6040DTQ51G83Y4KWY0BAV4B,"['shoulder', 'cover-up', 'dress', 'tied', 'waist', 'off-the', 'shoulder', 'neckline', 'add', 'comfort', 'breezy', 'cover-up', 'shift', 'put', 'carefree', 'mood', 'next', 'vacation', 'Tory', 'Burch']",01E6040DV9N7JE7JEGE7K9YJ15,style,casual,0,0,0,0,1,0,0,0,0,0,0
11930,70972,83144,01E60409E0KNW71BM84J04S2BS,"['feeder', 'stripe', 'long', 'sleeve', 'pima', 'cotton', 'blend', 'top', 'stripe', 'always', 'smart', 'choice', 'show', 'softest', 'way', 'long-sleeve', 'tee', 'cut', 'pima', 'cotton', 'blend', 'Vince']",01E6040G5Q40B0DNTXEWYKH662,style,classic,0,0,0,0,0,1,0,0,0,0,0
12811,76500,89768,01E603XV7A3WEZ4DPSBBWW3VM8,"['looker', 'high', 'rise', 'skinny', 'jean', 'light', 'topstitching', 'copper', 'hardware', 'accent', 'faded', 'indigo', 'wash', 'american-made', 'high-rise', 'jean', 'cut', 'ultra-skinny', 'fit', 'Mother']",01E603XV7W7JKX9EY3RDR131R9,style,casual,0,0,0,0,1,0,0,0,0,0,0
17721,104192,123547,01E603X7C7DWR6R0XC991JBRBD,"['emannuelle', 'high', 'waist', 'slim', 'leg', 'bootcut', 'jean', 'give', 'look', 'groovy', 'kick', 'slim-leg', 'bootcut', 'jean', 'cut', 'sanded', 'whiskered', 'stretch', 'denim', 'Citizens', 'Of', 'Humanity']",01E603X7CY0WYJRQ4ERSZTNN02,style,classic,0,0,0,0,0,1,0,0,0,0,0
8096,46792,54244,01E603WRN25R6RG30618ZVSD6P,"['milan', 'zip', 'ankle', 'jogger', 'pant', 'la-based', 'label', 'latest', 'crop', 'elevated', 'staple', 'drawstring-waist', 'jogger', 'sporty', 'zip', 'hem', 'crafted', 'well-weighted', 'cotton', 'french', 'terry', 'Cotton', 'Citizen']",01E603WRNMGB4K56VJ625Y9ED7,style,classic,0,0,0,0,0,1,0,0,0,0,0
16408,97409,115294,01E603WKJYR2PB0NHC1FJ43TDV,"['lila', 'knee', 'high', 'boot', 'sleek', 'durable', 'textured', 'eel', 'leather', 'refines', 'knee-high', 'boot', 'finished', 'block', 'heel', 'pointed', 'toe', 'Tory', 'Burch']",01E603WKN01FH7SK2R01S66EQQ,style,modern,0,0,0,0,0,0,0,0,1,0,0
8104,46828,54289,01E603W04E6PGJ7H724RKWBY8S,"['voyager', 'wrap', 'minidress', 'pure', 'sophistication', 'occasion', 'lightweight', 'woven', 'minidress', 'feature', 'waist-sculpting', 'wrap', 'styling', 'kimono-inspired', 'bodice', 'dramatic', 'sleeve', 'Significant', 'Other']",01E603W0529X7PE0DE936NB760,style,glam,0,0,0,0,0,0,0,1,0,0,0
10353,60703,70839,01E603T0KT8Q8Q69E6JTAX3Q9D,"['le', 'mini', 'boot', 'high', 'waist', 'jean', 'flattering', 'bootcut', 'jean', 'made', 'sustainable', 'version', 'frame', 'comfort-stretch', 'denim', 'woven', 'organic', 'cotton', 'recycled', 'fiber', 'Frame']",01E603T0MD674BTARCGFAK8KSF,style,classic,0,0,0,0,0,1,0,0,0,0,0
10301,60489,70562,01E603SVW1P8ZB1CD51DEWVEQ4,"['pch', 'leather', 'moto', 'jacket', 'plenty', 'buckle', 'zip', 'bring', 'edgy', 'shine', 'classically', 'styled', 'leather', 'moto', 'jacket', 'Frame']",01E603SVWKN87P8MV7NXCPKNED,style,edgy,0,0,0,0,0,0,1,0,0,0,0
12780,76308,89529,01E603SQ98N83GFNQST068NSAS,"['frankie', 'stretch', 'twill', 'pant', 'favorite', 'wide-leg', 'pant', 'cut', 'twill', 'enough', 'structure', 'feel', 'polished', 'enough', 'stretch', 'make', 'fit', 'super-flattering', 'J.Crew']",01E603SQ9VFMEAB0AAVMVD6BJ2,style,modern,0,0,0,0,0,0,0,0,1,0,0
7710,44603,51690,01E603S8HDAQM7HKKYDYQQR9R9,"['two-tone', 'high', 'waist', 'wide', 'leg', 'jean', 'light-wash', 'cuff', 'raw', 'fraying', 'edge', 'create', 'cool', 'contrast', 'accentuating', 'wide-leg', 'silhouette', 'nonstretch-denim', 'jean', 'Simon', 'Miller']",01E603S8HZ3WT0BFCQ4BZCMKPA,style,casual,0,0,0,0,1,0,0,0,0,0,0
8476,49070,56892,01E603QWC523KTPRC2PRNEB1HW,"['sidney', 'leopard', 'print', 'long', 'sleeve', 'silk', 'dress', 'dazzler', 'silk', 'dress', 'covered', 'wildly', 'stylish', 'leopard', 'spot', 'gathered', 'neckline', 'smocked', 'waist', 'fluttery', 'shark-bite', 'hem', 'A.L.C.']",01E603QWCPQ6QBBKPJBD2SFASW,style,edgy,0,0,0,0,0,0,1,0,0,0,0
17246,101671,120286,01E603QQDG01REDR19R2E9NSF4,"['kemala', 'midi', 'dress', 'speckled', 'pattern', 'softly', 'gathered', 'midi', 'dress', 'inspired', 'dutch', 'wax', 'print', 'japanese', 'shibori', 'technique', 'worldly', 'handcrafted', 'feel', 'Ulla', 'Johnson']",01E603QQE3915S7T076TWWZZKZ,style,casual,0,0,0,0,1,0,0,0,0,0,0
